"special_issue","num_papers","flags","prop_flag","deadline","latest_sub","rt_sum_vector2","d_over_deadline"
"https://www.mdpi.com/journal/agronomy/special_issues/residue_bioactive_crop",6,0,0,2024-03-15,2024-02-13,"0,0,0,0,0,0",31
"https://www.mdpi.com/journal/agronomy/special_issues/Nematodes-Crops",12,6,0.5,2023-07-20,2023-05-24,"6,6",57
"https://www.mdpi.com/journal/agronomy/special_issues/farmland_remediation",5,0,0,2023-11-25,2023-11-28,"0,0",-3
"https://www.mdpi.com/journal/agronomy/special_issues/plant_weed_allelopathy",9,3,0.333,2021-12-10,2021-12-31,"0,0,0,0,3,3",-21
"https://www.mdpi.com/journal/agronomy/special_issues/DFA55E8S0E",15,1,0.067,2023-09-30,2023-11-11,"1,1",-42
"https://www.mdpi.com/journal/agronomy/special_issues/6PKO606HRU",5,1,0.2,2024-05-31,2024-04-03,"0,0,1,1,0,0",58
"https://www.mdpi.com/journal/agronomy/special_issues/Potential-Strategies",8,2,0.25,2023-06-15,2023-02-02,"2,2,2,2",133
"https://www.mdpi.com/journal/agronomy/special_issues/Remediation_Soil",13,5,0.385,2020-07-31,2020-10-06,"5,5,5,5",-67
"https://www.mdpi.com/journal/agronomy/special_issues/Livestock_Forage",12,4,0.333,2022-10-25,2022-10-24,"4,4,0,0",1
"https://www.mdpi.com/journal/agronomy/special_issues/Molecular_Genetics_Genomics_Biotechnology_Crop_Plants_Breeding",13,0,0,2019-06-30,2019-06-30,"0,0",0
"https://www.mdpi.com/journal/agronomy/special_issues/WSBH0CJ195",5,1,0.2,2024-05-30,2024-05-06,"0,0,0,0,1,1",24
"https://www.mdpi.com/journal/agronomy/special_issues/environmentally_economically_phosphorus_agriculture",12,1,0.083,2021-09-30,2021-09-27,"1,1",3
"https://www.mdpi.com/journal/agronomy/special_issues/4O761R3Q69",8,2,0.25,2024-05-20,2024-05-16,"1,1,1,1,1,1",4
"https://www.mdpi.com/journal/agronomy/special_issues/extension_soil_fertility",11,3,0.273,2022-09-29,2022-08-23,"0,0,1,1,2,2,0,0",37
"https://www.mdpi.com/journal/agronomy/special_issues/Pesticide_Residues_Nutritional",12,2,0.167,2023-05-30,2023-03-08,"2,2,0,0",83
"https://www.mdpi.com/journal/agronomy/special_issues/crop_pathogens_genetics",6,1,0.167,2024-01-25,2024-01-11,"1,1",14
"https://www.mdpi.com/journal/agronomy/special_issues/77H3BS6964",13,1,0.077,2023-12-25,2023-12-03,"0,0,1,1",22
"https://www.mdpi.com/journal/agronomy/special_issues/soilless_substrate",8,1,0.125,2021-07-15,2021-06-07,"0,0,1,1,0,0",38
"https://www.mdpi.com/journal/agronomy/special_issues/greenhouse_technology",10,0,0,2020-12-31,2020-12-15,"0,0",16
"https://www.mdpi.com/journal/agronomy/special_issues/biotic_stress_crops",11,1,0.091,2023-01-31,2023-01-13,"0,0,1,1",18
"https://www.mdpi.com/journal/agronomy/special_issues/nanotechnologies_fertilization_plant_protection",10,0,0,2022-07-20,2022-03-23,"0,0",119
"https://www.mdpi.com/journal/agronomy/special_issues/plant_based_solutions",8,3,0.375,2021-12-31,2022-01-01,"3,3",-1
"https://www.mdpi.com/journal/agronomy/special_issues/Maximizing_Crop_Yield_Resource_Use_Efficiency",6,1,0.167,2023-01-25,2022-11-12,"1,1",74
"https://www.mdpi.com/journal/agronomy/special_issues/biostimulants_bioeffectors_crop",11,1,0.091,2021-01-15,2021-01-21,"1,1",-6
"https://www.mdpi.com/journal/agronomy/special_issues/forage_growth_livestock_grazing",11,2,0.182,2022-12-31,2022-07-13,"2,2,0,0,0,0",171
"https://www.mdpi.com/journal/agronomy/special_issues/Arbuscular_Mycorrhizal",6,1,0.167,2023-02-15,2023-03-29,"1,1,0,0,0,0",-42
"https://www.mdpi.com/journal/agronomy/special_issues/weed_management_annual_perennial_cropping_system",5,1,0.2,2019-05-31,2019-09-16,"0,0,1,1",-108
"https://www.mdpi.com/journal/agronomy/special_issues/postharvest_vegetable_fruit_series_II",7,2,0.286,2022-06-30,2022-03-01,"1,1,0,0,1,1",121
"https://www.mdpi.com/journal/agronomy/special_issues/breeding_rights",18,3,0.167,2021-09-15,2021-09-17,"2,2,2,2",-2
"https://www.mdpi.com/journal/agronomy/special_issues/cultivation_fruit_crop_nutritional",8,3,0.375,2022-06-10,2022-05-19,"3,3",22
"https://www.mdpi.com/journal/agronomy/special_issues/H8766465L8",1,1,1,2024-06-30,2023-11-22,"1,1",221
"https://www.mdpi.com/journal/agronomy/special_issues/Humic-Fertilizer",12,2,0.167,2021-04-30,2021-06-30,"2,2",-61
"https://www.mdpi.com/journal/agronomy/special_issues/satellite_imagery_agriculture",9,1,0.111,2023-05-31,2023-08-07,"1,1,0,0",-68
"https://www.mdpi.com/journal/agronomy/special_issues/fruit_nut_tree_phenology",6,2,0.333,2020-03-01,2020-02-24,"2,2",6
"https://www.mdpi.com/journal/agronomy/special_issues/Crops_Abiotic_Stresses",8,2,0.25,2023-05-15,2023-05-22,"2,2",-7
"https://www.mdpi.com/journal/agronomy/special_issues/agricultural_water_management",10,1,0.1,2019-03-15,2019-06-25,"1,1",-102
"https://www.mdpi.com/journal/agronomy/special_issues/Crop_Modelling",7,0,0,2023-02-15,2023-04-11,"0,0",-55
"https://www.mdpi.com/journal/agronomy/special_issues/Seed_Dormancy_Germination",12,3,0.25,2021-05-03,2021-10-26,"3,3,2,2",-176
"https://www.mdpi.com/journal/agronomy/special_issues/UJ9L0Z9U5E",NA,NA,NA,NA,NA,NA,NA
"https://www.mdpi.com/journal/agronomy/special_issues/cropmonitoring_cropprecision",9,3,0.333,2022-07-25,2022-08-10,"2,2,1,1,0,0",-16
"https://www.mdpi.com/journal/agronomy/special_issues/HR1I1CAO06",5,0,0,2023-08-31,2023-08-01,"0,0",30
"https://www.mdpi.com/journal/agronomy/special_issues/in_vitro-based_systems",8,1,0.125,2022-06-30,2022-06-30,"0,0,1,1",0
"https://www.mdpi.com/journal/agronomy/special_issues/5HCSK5VU5J",6,0,0,2024-04-20,2024-04-27,"0,0",-7
"https://www.mdpi.com/journal/agronomy/special_issues/soil_ecosystem",6,0,0,2022-10-31,2022-11-28,"0,0,0,0,0,0",-28
"https://www.mdpi.com/journal/agronomy/special_issues/germplasm_exploitation_product_innovation",10,4,0.4,2020-12-20,2020-12-05,"4,4",15
"https://www.mdpi.com/journal/agronomy/special_issues/CF6VB52OUN",6,1,0.167,2024-03-31,2024-02-05,"1,1,1,1",55
"https://www.mdpi.com/journal/agronomy/special_issues/YC0Y9JTJX6",8,3,0.375,2023-12-31,2023-06-29,"2,2,2,2,0,0,1,1",185
"https://www.mdpi.com/journal/agronomy/special_issues/Invasive_Plants_Management",5,1,0.2,2019-10-31,2019-07-18,"1,1",105
"https://www.mdpi.com/journal/agronomy/special_issues/Global_Urban_Agriculture",6,2,0.333,2022-01-15,2022-01-14,"1,1,1,1",1
"https://www.mdpi.com/journal/agronomy/special_issues/Agronomic_Traits",21,3,0.143,2022-07-31,2022-09-17,"0,0,2,2,0,0,1,1",-48
"https://www.mdpi.com/journal/agronomy/special_issues/climate_conservation_agriculture",9,4,0.444,2021-09-30,2022-05-09,"0,0,3,3,0,0,0,0,1,1,0,0",-221
"https://www.mdpi.com/journal/agronomy/special_issues/grasslands_sustainable",7,0,0,2022-02-10,2022-02-10,"0,0",0
"https://www.mdpi.com/journal/agronomy/special_issues/citrus_production_protection",12,0,0,2021-11-15,2022-01-13,"0,0,0,0,0,0",-59
"https://www.mdpi.com/journal/agronomy/special_issues/62DPTCJSGD",9,4,0.444,2023-12-31,2023-12-31,"1,1,2,2,2,2,1,1",0
"https://www.mdpi.com/journal/agronomy/special_issues/Resilience_soils",11,0,0,2022-09-01,2022-09-27,"0,0",-26
"https://www.mdpi.com/journal/agronomy/special_issues/Mineral_Nutrition_Stress",10,0,0,2021-12-15,2021-12-15,"0,0,0,0",0
"https://www.mdpi.com/journal/agronomy/special_issues/berry_production_protection",9,0,0,2018-12-31,2019-04-18,"0,0",-108
"https://www.mdpi.com/journal/agronomy/special_issues/Smart_Agriculture_Technology",20,6,0.3,2023-04-30,2023-06-01,"6,6,1,1,0,0",-32
"https://www.mdpi.com/journal/agronomy/special_issues/32542ZAUBY",NA,NA,NA,NA,NA,NA,NA
"https://www.mdpi.com/journal/agronomy/special_issues/lamiaceae_family_species",11,2,0.182,2024-01-25,2024-01-24,"2,2",1
"https://www.mdpi.com/journal/agronomy/special_issues/multi_forages",10,2,0.2,2021-09-30,2021-12-15,"0,0,2,2",-76
"https://www.mdpi.com/journal/agronomy/special_issues/grassland_productivity",14,4,0.286,2023-04-30,2023-07-24,"4,4",-85
"https://www.mdpi.com/journal/agronomy/special_issues/epidemiology_crop",10,1,0.1,2022-12-30,2023-02-13,"1,1",-45
"https://www.mdpi.com/journal/agronomy/special_issues/JB7HHZ6B4W",2,0,0,2024-05-25,2024-02-09,"0,0",106
"https://www.mdpi.com/journal/agronomy/special_issues/Wheat-Breeding",7,0,0,2020-12-31,2021-02-22,"0,0",-53
"https://www.mdpi.com/journal/agronomy/special_issues/Orchards_Nutrient_Management",9,1,0.111,2023-02-28,2023-02-28,"1,1",0
"https://www.mdpi.com/journal/agronomy/special_issues/fruit_foliar_diseases",5,1,0.2,2023-02-28,2022-11-09,"1,1",111
"https://www.mdpi.com/journal/agronomy/special_issues/S70BHD8E5H",17,0,0,2023-12-31,2023-11-19,"0,0,0,0",42
"https://www.mdpi.com/journal/agronomy/special_issues/Economy_Sociology_Sustainable_Agriculture",26,3,0.115,2023-10-31,2023-10-24,"2,2,2,2",7
"https://www.mdpi.com/journal/agronomy/special_issues/fertigation_crop",16,10,0.625,2021-03-10,2021-04-23,"10,10,0,0,2,2",-44
"https://www.mdpi.com/journal/agronomy/special_issues/Forage_Grain",11,3,0.273,2023-03-31,2022-11-30,"0,0,3,3",121
"https://www.mdpi.com/journal/agronomy/special_issues/U2DAMXO1EH",1,0,0,2024-05-25,2023-06-13,"0,0,0,0,0,0",347
"https://www.mdpi.com/journal/agronomy/special_issues/cereal_rust_management",7,0,0,2020-06-30,2020-10-08,"0,0",-100
"https://www.mdpi.com/journal/agronomy/special_issues/soil_microbiome_agriculture_management",8,0,0,2022-10-31,2022-10-28,"0,0",3
"https://www.mdpi.com/journal/agronomy/special_issues/quality_sensory",11,2,0.182,2023-09-30,2023-06-08,"1,1,2,2",114
"https://www.mdpi.com/journal/agronomy/special_issues/plant_mineral_nutrition",7,1,0.143,2018-12-31,2019-02-11,"1,1",-42
"https://www.mdpi.com/journal/agronomy/special_issues/sustainable-crop-production",11,0,0,2012-10-01,2013-01-28,"0,0",-119
"https://www.mdpi.com/journal/agronomy/special_issues/plant_water",19,0,0,2020-12-31,2020-12-22,"0,0,0,0",9
"https://www.mdpi.com/journal/agronomy/special_issues/Estimation_Fruit_Qual_Quan",8,3,0.375,2021-03-31,2021-07-27,"3,3",-118
"https://www.mdpi.com/journal/agronomy/special_issues/Plants_Phytochemicals",5,2,0.4,2022-01-20,2021-08-31,"2,2,1,1",142
"https://www.mdpi.com/journal/agronomy/special_issues/abiotic_stress_control_horticultural",8,0,0,2020-11-30,2020-12-11,"0,0,0,0,0,0",-11
"https://www.mdpi.com/journal/agronomy/special_issues/adaptable_plants_karst",15,7,0.467,2023-03-31,2023-06-05,"7,7",-66
"https://www.mdpi.com/journal/agronomy/special_issues/Light_Temperature_Crops",5,1,0.2,2020-08-20,2021-02-22,"1,1",-186
"https://www.mdpi.com/journal/agronomy/special_issues/soil_plant_mineral",6,2,0.333,2021-06-15,2021-06-20,"2,2",-5
"https://www.mdpi.com/journal/agronomy/special_issues/crops_metabolism",11,1,0.091,2019-05-01,2020-11-25,"1,1",-574
"https://www.mdpi.com/journal/agronomy/special_issues/Sorghum_Abiotic_Heterosis",5,1,0.2,2019-09-30,2019-12-03,"1,1,0,0",-64
"https://www.mdpi.com/journal/agronomy/special_issues/bioenergy_crop_current_status_future_prospects",13,2,0.154,2020-07-31,2020-08-18,"2,2,0,0",-18
"https://www.mdpi.com/journal/agronomy/special_issues/decision_support_agri-food_supply_chain",5,1,0.2,2021-10-22,2021-12-07,"1,1,0,0",-46
"https://www.mdpi.com/journal/agronomy/special_issues/Molecular_Ceceal",5,1,0.2,2021-03-15,2021-05-08,"1,1,1,1",-54
"https://www.mdpi.com/journal/agronomy/special_issues/352QHVBAW8",5,2,0.4,2023-12-31,2023-08-30,"2,2,0,0",123
"https://www.mdpi.com/journal/agronomy/special_issues/Fertilization-Cropping",10,0,0,2020-12-15,2020-12-15,"0,0",0
"https://www.mdpi.com/journal/agronomy/special_issues/5555T079O0",5,1,0.2,2024-05-31,2024-05-29,"1,1,0,0",2
"https://www.mdpi.com/journal/agronomy/special_issues/SoilMonitoring_Mapping",5,3,0.6,2022-04-15,2022-05-13,"1,1,1,1,2,2,0,0",-28
"https://www.mdpi.com/journal/agronomy/special_issues/Plant_Tissue",5,1,0.2,2024-06-30,2024-03-01,"1,1",121
"https://www.mdpi.com/journal/agronomy/special_issues/forage_silage_sustainable_agricultural_production",8,1,0.125,2020-11-20,2020-12-04,"1,1",-14
"https://www.mdpi.com/journal/agronomy/special_issues/germplasm_genetic_diversity",32,1,0.031,2020-10-10,2020-11-24,"1,1,0,0",-45
"https://www.mdpi.com/journal/agronomy/special_issues/16GN8CA37P",1,0,0,2024-03-31,2024-03-28,"0,0",3
"https://www.mdpi.com/journal/agronomy/special_issues/agricultural_waste_management",7,1,0.143,2023-11-30,2023-11-30,"0,0,1,1",0
"https://www.mdpi.com/journal/agronomy/special_issues/seed_germination_and_quality",6,1,0.167,2022-06-30,2022-07-14,"0,0,1,1",-14
"https://www.mdpi.com/journal/agronomy/special_issues/0A5LN197MM",9,4,0.444,2024-03-31,2024-04-23,"4,4,2,2",-23
"https://www.mdpi.com/journal/agronomy/special_issues/Ecologically_Weed_Management",9,0,0,2019-12-31,2019-12-31,"0,0",0
"https://www.mdpi.com/journal/agronomy/special_issues/Z4DOJOC528",6,0,0,2023-02-25,2023-02-08,"0,0",17
"https://www.mdpi.com/journal/agronomy/special_issues/rodents_crop",8,0,0,2022-05-15,2022-07-20,"0,0",-66
"https://www.mdpi.com/journal/agronomy/special_issues/soilless_systems",14,3,0.214,2022-02-28,2022-02-10,"0,0,2,2,1,1",18
"https://www.mdpi.com/journal/agronomy/special_issues/environmental_stimulus",13,2,0.154,2022-05-15,2022-04-22,"2,2",23
"https://www.mdpi.com/journal/agronomy/special_issues/optimal_water_management",14,0,0,2022-09-28,2022-09-13,"0,0,0,0",15
"https://www.mdpi.com/journal/agronomy/special_issues/agrivoltaic_challenges",5,1,0.2,2023-03-15,2022-12-17,"1,1",88
"https://www.mdpi.com/journal/agronomy/special_issues/agro_Industrial",13,2,0.154,2023-04-30,2023-04-20,"0,0,2,2",10
"https://www.mdpi.com/journal/agronomy/special_issues/weeds-herbicides",11,0,0,2021-01-15,2021-06-07,"0,0",-143
"https://www.mdpi.com/journal/agronomy/special_issues/82XRH13570",5,2,0.4,2024-04-30,2024-04-30,"2,2,1,1",0
"https://www.mdpi.com/journal/agronomy/special_issues/680326O5U5",12,2,0.167,2024-03-20,2024-03-28,"0,0,2,2",-8
"https://www.mdpi.com/journal/agronomy/special_issues/weeds_herbicide",20,3,0.15,2022-09-28,2022-11-28,"3,3",-61
"https://www.mdpi.com/journal/agronomy/special_issues/COVID-19_agri-food_agriculture",15,2,0.133,2023-02-28,2022-07-20,"2,2",223
"https://www.mdpi.com/journal/agronomy/special_issues/environmental_sustainability_crop_livestock_systems",11,3,0.273,2020-07-15,2020-11-13,"2,2,3,3",-121
"https://www.mdpi.com/journal/agronomy/special_issues/IECAG2021",8,1,0.125,2022-03-25,2022-03-25,"1,1",0
"https://www.mdpi.com/journal/agronomy/special_issues/weeds_sustainable_agriculture",13,2,0.154,2021-01-31,2021-08-12,"2,2,0,0,1,1",-193
"https://www.mdpi.com/journal/agronomy/special_issues/1V22SJQIS9",NA,NA,NA,NA,NA,NA,NA
"https://www.mdpi.com/journal/agronomy/special_issues/SBCMXE8235",24,2,0.083,2023-09-30,2023-10-26,"2,2,2,2",-26
"https://www.mdpi.com/journal/agronomy/special_issues/biotic_abiotic_factors_plant_growth_nutritional_value",7,4,0.571,2021-12-30,2021-08-17,"0,0,4,4",135
"https://www.mdpi.com/journal/agronomy/special_issues/Fusarium-Wheat",10,3,0.3,2023-02-17,2023-03-09,"2,2,1,1",-20
"https://www.mdpi.com/journal/agronomy/special_issues/Farming_Harmony",6,1,0.167,2023-08-31,2023-09-06,"1,1,0,0",-6
"https://www.mdpi.com/journal/agronomy/special_issues/tillage_soil",7,0,0,2022-10-31,2023-09-11,"0,0,0,0",-315
"https://www.mdpi.com/journal/agronomy/special_issues/climate_equipment_agricultural_buildings",7,4,0.571,2021-04-30,2021-02-25,"4,4",64
"https://www.mdpi.com/journal/agronomy/special_issues/strawberry_production",13,3,0.231,2021-07-31,2021-09-07,"3,3,0,0",-38
"https://www.mdpi.com/journal/agronomy/special_issues/climate_grassland_biodiversity",8,1,0.125,2020-12-31,2020-12-21,"1,1,1,1",10
"https://www.mdpi.com/journal/agronomy/special_issues/RB3LVC50NW",6,2,0.333,2023-08-31,2023-08-29,"2,2,0,0,0,0",2
"https://www.mdpi.com/journal/agronomy/special_issues/29Q57CSGR4",6,1,0.167,2023-12-15,2023-04-12,"1,1",247
"https://www.mdpi.com/journal/agronomy/special_issues/Contaminated_Soil_Phytoremediation",5,0,0,2021-12-31,2021-09-16,"0,0,0,0",106
"https://www.mdpi.com/journal/agronomy/special_issues/E558N658A2",5,2,0.4,2024-03-30,2023-10-31,"2,2",151
"https://www.mdpi.com/journal/agronomy/special_issues/GI2Y6AZP1E",13,1,0.077,2023-05-31,2023-07-03,"1,1,0,0,0,0",-33
"https://www.mdpi.com/journal/agronomy/special_issues/1WXY00R002",5,0,0,2023-12-31,2024-01-05,"0,0,0,0",-5
"https://www.mdpi.com/journal/agronomy/special_issues/wild_relatives_genetic_breeding",21,1,0.048,2021-06-20,2021-06-22,"1,1",-2
"https://www.mdpi.com/journal/agronomy/special_issues/D96HU2G6C4",5,4,0.8,2023-11-30,2023-09-04,"1,1,2,2,0,0,1,1",87
"https://www.mdpi.com/journal/agronomy/special_issues/horticultural_abioticstress",6,3,0.5,2022-11-15,2022-09-10,"3,3,0,0",66
"https://www.mdpi.com/journal/agronomy/special_issues/Fruit_Preharvest_Postharvest",7,1,0.143,2023-01-31,2023-03-27,"1,1,0,0",-55
"https://www.mdpi.com/journal/agronomy/special_issues/82B0OHMH08",8,2,0.25,2024-06-30,2024-02-14,"2,2",137
"https://www.mdpi.com/journal/agronomy/special_issues/crop_nutritional_molecular",5,1,0.2,2023-01-25,2022-09-27,"1,1",120
"https://www.mdpi.com/journal/agronomy/special_issues/pest_diease_agroforestry",7,3,0.429,2023-03-15,2022-08-15,"2,2,0,0,1,1,2,2",212
"https://www.mdpi.com/journal/agronomy/special_issues/citrus_breeding_management",8,4,0.5,2021-10-31,2021-10-31,"1,1,2,2,1,1",0
"https://www.mdpi.com/journal/agronomy/special_issues/interactions_pests",6,0,0,2022-02-20,2022-03-19,"0,0,0,0,0,0",-27
"https://www.mdpi.com/journal/agronomy/special_issues/VW946R4556",8,0,0,2024-06-30,2024-06-01,"0,0",29
"https://www.mdpi.com/journal/agronomy/special_issues/biomass_production",14,2,0.143,2022-05-31,2022-07-06,"2,2",-36
"https://www.mdpi.com/journal/agronomy/special_issues/Fruit_Vegetable_Postharvest",12,1,0.083,2022-10-20,2022-02-20,"1,1",242
"https://www.mdpi.com/journal/agronomy/special_issues/B64AH72C72",8,2,0.25,2024-03-31,2024-04-27,"2,2,2,2,2,2",-27
"https://www.mdpi.com/journal/agronomy/special_issues/remote_sensing_field",13,0,0,2021-08-31,2021-12-27,"0,0",-118
"https://www.mdpi.com/journal/agronomy/special_issues/information-precision-crop-protection",11,7,0.636,2019-08-31,2019-08-31,"5,5,2,2",0
"https://www.mdpi.com/journal/agronomy/special_issues/smart_fertilizers_sustainable-agricultural",11,2,0.182,2021-01-20,2021-01-20,"0,0,2,2,0,0",0
"https://www.mdpi.com/journal/agronomy/special_issues/10th_Iberian_Agroengineering_Congress",27,7,0.259,2019-11-25,2020-01-13,"7,7,0,0,2,2",-49
"https://www.mdpi.com/journal/agronomy/special_issues/root_soil_interactions",12,0,0,2019-02-10,2019-04-17,"0,0,0,0",-66
"https://www.mdpi.com/journal/agronomy/special_issues/Crop_Mineral_Nutrition",9,0,0,2020-12-31,2020-12-30,"0,0,0,0",1
"https://www.mdpi.com/journal/agronomy/special_issues/I74G3FAW33",12,1,0.083,2023-06-30,2023-06-14,"1,1",16
"https://www.mdpi.com/journal/agronomy/special_issues/Horticultural_Crop_Production_Sustainability",8,1,0.125,2022-05-31,2022-03-28,"1,1,1,1",64
"https://www.mdpi.com/journal/agronomy/special_issues/evolution_agricultural_sustainability",16,4,0.25,2023-09-30,2023-10-08,"4,4,0,0,0,0",-8
"https://www.mdpi.com/journal/agronomy/special_issues/water_saving",33,0,0,2023-12-31,2023-12-15,"0,0",16
"https://www.mdpi.com/journal/agronomy/special_issues/Decision_Making_Systems",6,0,0,2020-12-31,2020-12-03,"0,0,0,0",28
"https://www.mdpi.com/journal/agronomy/special_issues/Agricultural_Revolution",14,1,0.071,2023-02-28,2023-02-07,"0,0,0,0,1,1",21
"https://www.mdpi.com/journal/agronomy/special_issues/technology_circular_bio-economy",5,0,0,2021-09-01,2021-08-31,"0,0,0,0,0,0",1
"https://www.mdpi.com/journal/agronomy/special_issues/genetic_resources_emerging_omics",5,0,0,2013-10-01,2013-11-15,"0,0,0,0",-45
"https://www.mdpi.com/journal/agronomy/special_issues/climate_change_food_security",7,0,0,2020-11-30,2020-10-20,"0,0",41
"https://www.mdpi.com/journal/agronomy/special_issues/Vascular_Diseases",8,7,0.875,2021-02-28,2023-02-02,"4,4,4,4,2,2",-704
"https://www.mdpi.com/journal/agronomy/special_issues/remote_sensing_agricultural_monitoring",11,2,0.182,2020-04-30,2020-06-02,"2,2,0,0,0,0",-33
"https://www.mdpi.com/journal/agronomy/special_issues/Weed_Germination",8,3,0.375,2022-08-15,2022-08-15,"3,3",0
"https://www.mdpi.com/journal/agronomy/special_issues/energy_saving_agriculture",5,3,0.6,2021-07-10,2021-04-16,"3,3,1,1",85
"https://www.mdpi.com/journal/agronomy/special_issues/Computer_Monitoring_Agricultural_Products",8,1,0.125,2021-10-31,2021-12-08,"0,0,0,0,1,1",-38
"https://www.mdpi.com/journal/agronomy/special_issues/water_plants",7,1,0.143,2022-10-15,2022-06-21,"0,0,1,1",116
"https://www.mdpi.com/journal/agronomy/special_issues/Breeding_Genetics_Forages",9,2,0.222,2020-07-31,2020-09-23,"2,2",-54
"https://www.mdpi.com/journal/agronomy/special_issues/crop_yield_quality",10,4,0.4,2022-11-30,2022-09-28,"4,4",63
"https://www.mdpi.com/journal/agronomy/special_issues/genetic_diversity_structure",7,0,0,2023-08-31,2023-08-22,"0,0,0,0,0,0",9
"https://www.mdpi.com/journal/agronomy/special_issues/Chemical-Weed",7,1,0.143,2020-10-15,2021-01-24,"1,1",-101
"https://www.mdpi.com/journal/agronomy/special_issues/crop_omics_genetic",10,3,0.3,2023-04-20,2023-03-21,"0,0,2,2,1,1",30
"https://www.mdpi.com/journal/agronomy/special_issues/Beneficial_Microbes_Agriculture",5,1,0.2,2020-10-25,2020-10-05,"1,1",20
"https://www.mdpi.com/journal/agronomy/special_issues/W05IO4JV57",6,1,0.167,2023-11-15,2023-12-09,"1,1",-24
"https://www.mdpi.com/journal/agronomy/special_issues/accumulation-elements",8,0,0,2015-06-30,2016-09-11,"0,0",-439
"https://www.mdpi.com/journal/agronomy/special_issues/Conservation_Agriculture_Climate",13,2,0.154,2022-05-10,2022-05-09,"2,2,0,0,1,1",1
"https://www.mdpi.com/journal/agronomy/special_issues/O88MXU3P8X",NA,NA,NA,NA,NA,NA,NA
"https://www.mdpi.com/journal/agronomy/special_issues/precision_modeling_agriculture",16,3,0.188,2023-01-31,2023-01-31,"3,3",0
"https://www.mdpi.com/journal/agronomy/special_issues/Remediation_Contaminated_Soil",11,3,0.273,2020-09-20,2020-09-10,"2,2,2,2",10
"https://www.mdpi.com/journal/agronomy/special_issues/Genomics_Melon",6,0,0,2022-04-30,2022-04-18,"0,0,0,0,0,0",12
"https://www.mdpi.com/journal/agronomy/special_issues/Bioactives-Plants",6,2,0.333,2019-02-28,2019-03-15,"2,2",-15
"https://www.mdpi.com/journal/agronomy/special_issues/LNH3Y99539",7,0,0,2024-01-31,2024-01-26,"0,0,0,0",5
