"special_issue","num_papers","flags","prop_flag","deadline","latest_sub","rt_sum_vector2","d_over_deadline"
"https://www.mdpi.com/journal/agronomy/special_issues/Climate-Smart_Agriculture",10,6,0.6,2022-08-20,2022-09-12,"2,2,2,2,1,1,1,1",-23
"https://www.mdpi.com/journal/agronomy/special_issues/compost_sustainable_agricultural",11,0,0,2022-06-30,2022-07-29,"0,0,0,0",-29
"https://www.mdpi.com/journal/agronomy/special_issues/grassland_npp",5,1,0.2,2021-02-20,2021-02-21,"1,1,0,0",-1
"https://www.mdpi.com/journal/agronomy/special_issues/productivity_energy_field",14,7,0.5,2023-01-31,2023-02-21,"7,7",-21
"https://www.mdpi.com/journal/agronomy/special_issues/microorganism_agriculture",11,4,0.364,2023-04-30,2023-04-29,"4,4",1
"https://www.mdpi.com/journal/agronomy/special_issues/WZXP6J3GYW",16,3,0.188,2024-04-30,2024-05-18,"3,3,0,0,0,0,0,0",-18
"https://www.mdpi.com/journal/agronomy/special_issues/Mediterranean-Agriculture",12,0,0,2023-04-10,2022-10-11,"0,0",181
"https://www.mdpi.com/journal/agronomy/special_issues/soil_quality_indexes",8,1,0.125,2021-11-10,2021-11-29,"1,1,0,0",-19
"https://www.mdpi.com/journal/agronomy/special_issues/biostimulants_and_micronutrients",17,0,0,2021-07-31,2021-07-19,"0,0,0,0",12
"https://www.mdpi.com/journal/agronomy/special_issues/cropprotection_mechanicalengineering",9,5,0.556,2023-12-31,2023-03-29,"3,3,1,1,2,2",277
"https://www.mdpi.com/journal/agronomy/special_issues/sustainability_quality_ornamental_horticulture_",8,3,0.375,2020-04-30,2020-04-30,"3,3",0
"https://www.mdpi.com/journal/agronomy/special_issues/Sustainable_Forage_Livestock",11,2,0.182,2021-12-15,2021-12-28,"2,2,2,2",-13
"https://www.mdpi.com/journal/agronomy/special_issues/Medicinal_Plants_",8,1,0.125,2023-02-28,2023-02-26,"1,1,1,1",2
"https://www.mdpi.com/journal/agronomy/special_issues/aerobic_digestion_agrowastes",10,1,0.1,2022-10-31,2023-01-04,"0,0,1,1,1,1,1,1",-65
"https://www.mdpi.com/journal/agronomy/special_issues/biological_nitrogen_fixation",7,1,0.143,2021-04-30,2021-07-08,"1,1",-69
"https://www.mdpi.com/journal/agronomy/special_issues/Vertical_Farming_Horticultural_Crop",13,2,0.154,2020-09-30,2020-10-09,"1,1,1,1",-9
"https://www.mdpi.com/journal/agronomy/special_issues/Phenotyping_Plant_Breeding",5,0,0,2018-09-20,2018-07-11,"0,0",71
"https://www.mdpi.com/journal/agronomy/special_issues/Green_Revolution",6,2,0.333,2022-12-15,2022-12-31,"2,2,2,2",-16
"https://www.mdpi.com/journal/agronomy/special_issues/cropprediction_precisionagriculture",9,1,0.111,2022-06-20,2022-03-08,"0,0,1,1",104
"https://www.mdpi.com/journal/agronomy/special_issues/Geoinformatics_Agriculture",16,4,0.25,2023-02-25,2023-02-03,"2,2,0,0,0,0,2,2",22
"https://www.mdpi.com/journal/agronomy/special_issues/Social-Ecologically",21,10,0.476,2023-09-30,2023-09-08,"9,9,0,0,1,1",22
"https://www.mdpi.com/journal/agronomy/special_issues/Model_Weed_Manag",7,3,0.429,2021-02-20,2021-03-13,"2,2,0,0,2,2",-21
"https://www.mdpi.com/journal/agronomy/special_issues/Soilless_Media_Horticultural",23,5,0.217,2020-08-25,2020-09-24,"5,5,0,0",-30
"https://www.mdpi.com/journal/agronomy/special_issues/Forage_Bioenergy_Crops",7,1,0.143,2018-08-01,2019-01-21,"1,1",-173
"https://www.mdpi.com/journal/agronomy/special_issues/HK7A1IO564",11,2,0.182,2024-06-30,2024-05-07,"2,2,0,0,0,0",54
"https://www.mdpi.com/journal/agronomy/special_issues/DYX96C47T0",NA,NA,NA,NA,NA,NA,NA
"https://www.mdpi.com/journal/agronomy/special_issues/4B7MD96UE9",5,0,0,2023-10-31,2023-10-13,"0,0",18
"https://www.mdpi.com/journal/agronomy/special_issues/crop_evapotranspiration",9,2,0.222,2018-12-31,2019-07-23,"1,1,1,1",-204
"https://www.mdpi.com/journal/agronomy/special_issues/soil_biochar_amendment",16,0,0,2019-09-15,2019-10-27,"0,0",-42
"https://www.mdpi.com/journal/agronomy/special_issues/biotic_abiotic_stress_grapevine",5,0,0,2023-02-10,2022-12-29,"0,0,0,0",43
"https://www.mdpi.com/journal/agronomy/special_issues/Plasma_Agricultural",11,5,0.455,2021-11-30,2022-01-14,"3,3,1,1,2,2,1,1",-45
"https://www.mdpi.com/journal/agronomy/special_issues/conservation_weed_management",10,1,0.1,2021-06-25,2021-06-10,"1,1",15
"https://www.mdpi.com/journal/agronomy/special_issues/YPP8MLZ560",5,0,0,2024-06-30,2024-03-15,"0,0",107
"https://www.mdpi.com/journal/agronomy/special_issues/2O23K13J3L",NA,NA,NA,NA,NA,NA,NA
"https://www.mdpi.com/journal/agronomy/special_issues/recent_advances_ornamental",8,1,0.125,2020-11-30,2020-12-22,"1,1",-22
"https://www.mdpi.com/journal/agronomy/special_issues/soilwater_covercrop",6,5,0.833,2023-01-15,2023-03-02,"0,0,5,5,0,0",-46
"https://www.mdpi.com/journal/agronomy/special_issues/Herbaceous_Field_Crops",6,1,0.167,2023-05-15,2023-04-16,"1,1,0,0",29
"https://www.mdpi.com/journal/agronomy/special_issues/crop_salinity",5,0,0,2017-04-20,2017-07-31,"0,0",-102
"https://www.mdpi.com/journal/agronomy/special_issues/crop_biomass_bioenergy_bioproducts",5,3,0.6,2021-02-20,2021-05-14,"3,3,1,1",-83
"https://www.mdpi.com/journal/agronomy/special_issues/Research_Technology_Berry",6,0,0,2020-12-31,2020-12-04,"0,0",27
"https://www.mdpi.com/journal/agronomy/special_issues/harvest_Pest",12,4,0.333,2023-12-31,2023-12-25,"4,4,4,4,1,1",6
"https://www.mdpi.com/journal/agronomy/special_issues/crop_sensing",8,0,0,2018-08-31,2018-08-22,"0,0",9
"https://www.mdpi.com/journal/agronomy/special_issues/Rice_Weeds",10,2,0.2,2021-02-10,2021-05-06,"2,2,2,2",-85
"https://www.mdpi.com/journal/agronomy/special_issues/mycorrhizal_fungi_in_sustainable_agriculture_and_land_restoration",6,0,0,2023-09-30,2023-06-30,"0,0",92
"https://www.mdpi.com/journal/agronomy/special_issues/Pest_Food_Storage",7,3,0.429,2021-05-20,2021-08-18,"2,2,2,2",-90
"https://www.mdpi.com/journal/agronomy/special_issues/O5I6E54896",5,2,0.4,2023-03-25,2023-05-26,"2,2,2,2",-62
"https://www.mdpi.com/journal/agronomy/special_issues/surface_runoff_soil_erosion",5,0,0,2020-04-30,2020-02-01,"0,0",89
"https://www.mdpi.com/journal/agronomy/special_issues/traceability_agricultural_food_products",6,2,0.333,2021-11-30,2021-10-07,"2,2,0,0",54
"https://www.mdpi.com/journal/agronomy/special_issues/Crops_Domestication",9,0,0,2022-04-14,2022-04-13,"0,0,0,0,0,0",1
"https://www.mdpi.com/journal/agronomy/special_issues/Z590Q48MG5",3,1,0.333,2024-06-30,2024-04-15,"1,1,1,1",76
"https://www.mdpi.com/journal/agronomy/special_issues/solanaceae_breeding",12,1,0.083,2024-05-31,2024-05-29,"1,1",2
"https://www.mdpi.com/journal/agronomy/special_issues/Soil-Properties",9,1,0.111,2023-01-16,2021-12-30,"1,1,1,1,1,1",382
"https://www.mdpi.com/journal/agronomy/special_issues/beneficial_microbes",6,1,0.167,2023-02-28,2023-01-19,"1,1,0,0,0,0",40
"https://www.mdpi.com/journal/agronomy/special_issues/nitrogen_fertilizer_efficiency_agriculture",9,0,0,2021-06-30,2021-08-06,"0,0",-37
"https://www.mdpi.com/journal/agronomy/special_issues/plant_biostimulants_stressful_agriculture",8,1,0.125,2022-02-10,2022-02-24,"1,1",-14
"https://www.mdpi.com/journal/agronomy/special_issues/crop_genetics",8,1,0.125,2023-02-27,2022-10-22,"0,0,1,1",128
"https://www.mdpi.com/journal/agronomy/special_issues/integrated_defense_responses_crops",12,0,0,2020-06-30,2020-07-15,"0,0,0,0",-15
"https://www.mdpi.com/journal/agronomy/special_issues/grassland_monitoring",17,14,0.824,2022-12-31,2023-01-28,"8,8,1,1,5,5,2,2",-28
"https://www.mdpi.com/journal/agronomy/special_issues/bioactive_substances_antioxidant_properties",8,4,0.5,2022-10-25,2022-08-18,"3,3,1,1",68
"https://www.mdpi.com/journal/agronomy/special_issues/OHT864QU9M",8,5,0.625,2023-11-30,2023-12-16,"5,5",-16
"https://www.mdpi.com/journal/agronomy/special_issues/fruit_and_vegetables_production_and_storage",5,1,0.2,2021-12-31,2021-12-11,"1,1,0,0",20
"https://www.mdpi.com/journal/agronomy/special_issues/etiology_control_crop_diseases",10,0,0,2019-12-31,2020-02-24,"0,0,0,0",-55
"https://www.mdpi.com/journal/agronomy/special_issues/forage_grasses_genetics",15,6,0.4,2016-11-30,2017-02-28,"1,1,5,5",-90
"https://www.mdpi.com/journal/agronomy/special_issues/wild_crop_biocultural_agronomic_practices_food_security",19,2,0.105,2023-06-23,2023-06-12,"2,2,2,2,1,1,0,0,0,0",11
"https://www.mdpi.com/journal/agronomy/special_issues/advances_modelling_cropping_systems",10,0,0,2022-07-15,2022-08-03,"0,0",-19
"https://www.mdpi.com/journal/agronomy/special_issues/nutritional_quality_crops",7,0,0,2022-03-31,2021-11-08,"0,0,0,0",143
"https://www.mdpi.com/journal/agronomy/special_issues/agrochemicals_soil",8,1,0.125,2023-04-30,2023-04-28,"1,1,1,1",2
"https://www.mdpi.com/journal/agronomy/special_issues/46X51D2656",5,1,0.2,2024-06-25,2024-06-25,"0,0,1,1",0
"https://www.mdpi.com/journal/agronomy/special_issues/pathogens_crop",6,2,0.333,2023-02-28,2023-02-14,"1,1,1,1",14
"https://www.mdpi.com/journal/agronomy/special_issues/Nutrient_Recovery_Organic_Waste_Bio-based_Fertilizers",7,0,0,2021-09-16,2021-09-14,"0,0",2
"https://www.mdpi.com/journal/agronomy/special_issues/Crop_Model_Agro-Meteorology",6,3,0.5,2020-11-25,2020-09-01,"3,3,3,3",85
"https://www.mdpi.com/journal/agronomy/special_issues/Herbaceous_Crops_Cultivation",24,4,0.167,2020-12-31,2020-12-09,"4,4,2,2",22
"https://www.mdpi.com/journal/agronomy/special_issues/crop_domestication",6,2,0.333,2018-06-30,2018-10-07,"1,1,2,2",-99
"https://www.mdpi.com/journal/agronomy/special_issues/sustainable_viticulture_production",9,2,0.222,2021-06-30,2021-05-21,"1,1,1,1",40
"https://www.mdpi.com/journal/agronomy/special_issues/BX66ZG228B",7,1,0.143,2023-06-20,2023-06-07,"1,1,0,0,0,0,0,0",13
"https://www.mdpi.com/journal/agronomy/special_issues/Biological_Disease",6,0,0,2021-02-28,2021-04-15,"0,0",-46
"https://www.mdpi.com/journal/agronomy/special_issues/L0L9F21ZIB",14,1,0.071,2023-06-30,2023-08-06,"1,1",-37
"https://www.mdpi.com/journal/agronomy/special_issues/low_reactive_nitrogen",7,1,0.143,2023-03-31,2023-03-07,"1,1",24
"https://www.mdpi.com/journal/agronomy/special_issues/agronomy-food-security",12,0,0,2016-08-31,2016-09-11,"0,0,0,0",-11
"https://www.mdpi.com/journal/agronomy/special_issues/light_LED_crops_Physiological",11,1,0.091,2020-06-15,2020-06-16,"1,1",-1
"https://www.mdpi.com/journal/agronomy/special_issues/Stresses_Cellular_Morphological",5,1,0.2,2022-01-20,2022-06-13,"1,1",-144
"https://www.mdpi.com/journal/agronomy/special_issues/tedera_Agronomy",5,5,1,2023-04-30,2023-03-01,"5,5",60
"https://www.mdpi.com/journal/agronomy/special_issues/multispectral_agriculture",7,4,0.571,2022-09-01,2022-10-24,"3,3,1,1",-53
"https://www.mdpi.com/journal/agronomy/special_issues/soil_fertility_management_better_crop_production",15,0,0,2020-01-20,2020-05-16,"0,0,0,0",-117
"https://www.mdpi.com/journal/agronomy/special_issues/27NCIRQUGJ",2,1,0.5,2024-04-30,2024-02-16,"1,1",74
"https://www.mdpi.com/journal/agronomy/special_issues/molecular-marker",17,0,0,2020-07-31,2021-06-01,"0,0",-305
"https://www.mdpi.com/journal/agronomy/special_issues/wheat_breeding_procedures_strategies_series",8,1,0.125,2022-01-09,2022-01-31,"1,1,0,0",-22
"https://www.mdpi.com/journal/agronomy/special_issues/Agroecology_Horticulture",13,5,0.385,2023-04-15,2023-02-21,"4,4,1,1",53
"https://www.mdpi.com/journal/agronomy/special_issues/6YUE00NK81",4,0,0,2024-05-31,2024-02-18,"0,0",103
"https://www.mdpi.com/journal/agronomy/special_issues/drought_mechanism",9,0,0,2022-01-15,2022-01-13,"0,0",2
"https://www.mdpi.com/journal/agronomy/special_issues/biotic_abiotic_stress_responses_crop_plants",14,2,0.143,2018-08-01,2019-04-25,"1,1,1,1",-267
"https://www.mdpi.com/journal/agronomy/special_issues/J280001854",3,1,0.333,2024-06-30,2024-04-08,"1,1,0,0,0,0",83
"https://www.mdpi.com/journal/agronomy/special_issues/Memory_Prof_Yuan",37,10,0.27,2023-07-15,2023-09-07,"10,10",-54
"https://www.mdpi.com/journal/agronomy/special_issues/Storage_Techniques_Quality",21,4,0.19,2020-08-31,2020-10-05,"4,4,1,1",-35
"https://www.mdpi.com/journal/agronomy/special_issues/Tea_Agronomy",13,5,0.385,2022-12-31,2022-12-09,"2,2,1,1,3,3",22
"https://www.mdpi.com/journal/agronomy/special_issues/soil_anthropocene",14,0,0,2022-10-20,2022-12-09,"0,0,0,0,0,0,0,0",-50
"https://www.mdpi.com/journal/agronomy/special_issues/3UYEC66OYK",5,1,0.2,2024-04-30,2023-01-17,"1,1",469
"https://www.mdpi.com/journal/agronomy/special_issues/Hybrid_Breeding",5,1,0.2,2021-03-20,2021-03-30,"1,1,1,1,1,1",-10
"https://www.mdpi.com/journal/agronomy/special_issues/agricultural_greenhouse",15,5,0.333,2022-12-31,2022-12-29,"0,0,0,0,5,5",2
"https://www.mdpi.com/journal/agronomy/special_issues/XQS3IG6IKC",NA,NA,NA,NA,NA,NA,NA
"https://www.mdpi.com/journal/agronomy/special_issues/weed_pest_food",14,2,0.143,2023-02-28,2023-05-25,"2,2",-86
"https://www.mdpi.com/journal/agronomy/special_issues/plant_biostimulants",39,5,0.128,2020-03-16,2020-04-17,"5,5,5,5",-32
"https://www.mdpi.com/journal/agronomy/special_issues/DJ4B611XZW",14,3,0.214,2023-10-31,2023-10-28,"3,3,1,1",3
"https://www.mdpi.com/journal/agronomy/special_issues/Microbial_Diversity_Agroecosystems",5,1,0.2,2020-06-20,2020-06-19,"1,1",1
"https://www.mdpi.com/journal/agronomy/special_issues/Cereal_Fusarium",7,1,0.143,2020-11-20,2020-11-17,"0,0,1,1",3
"https://www.mdpi.com/journal/agronomy/special_issues/biochar_use_agronomic",5,0,0,2021-11-20,2021-10-04,"0,0,0,0",47
"https://www.mdpi.com/journal/agronomy/special_issues/pesticides_environment",6,0,0,2022-10-25,2022-10-20,"0,0",5
"https://www.mdpi.com/journal/agronomy/special_issues/physiology_stresses",12,2,0.167,2022-07-25,2022-08-07,"0,0,2,2",-13
"https://www.mdpi.com/journal/agronomy/special_issues/sustainability_rice_management_market",7,2,0.286,2022-12-15,2022-12-13,"2,2,2,2",2
"https://www.mdpi.com/journal/agronomy/special_issues/tillage_rotation",28,3,0.107,2023-07-31,2023-07-30,"1,1,1,1,1,1,0,0",1
"https://www.mdpi.com/journal/agronomy/special_issues/old_germplasm",11,2,0.182,2021-11-01,2021-10-20,"1,1,1,1",12
"https://www.mdpi.com/journal/agronomy/special_issues/VOET76PS13",10,3,0.3,2024-02-29,2024-05-09,"3,3",-70
"https://www.mdpi.com/journal/agronomy/special_issues/conservation_tillage_agro-ecosystems",9,0,0,2021-04-20,2021-04-23,"0,0,0,0,0,0,0,0",-3
"https://www.mdpi.com/journal/agronomy/special_issues/dryland_agriculture",6,2,0.333,2022-10-20,2022-10-20,"2,2",0
"https://www.mdpi.com/journal/agronomy/special_issues/74E5L79030",3,1,0.333,2024-05-31,2024-04-16,"1,1",45
"https://www.mdpi.com/journal/agronomy/special_issues/Artificially_Intelligent_Robotics",7,2,0.286,2021-03-01,2020-12-08,"2,2",83
"https://www.mdpi.com/journal/agronomy/special_issues/molecular_investigations_crop_plants",9,2,0.222,2023-01-31,2023-01-01,"2,2",30
"https://www.mdpi.com/journal/agronomy/special_issues/Gene_Expression_Regulation_during_Drought_and_Salt_Stress_in_Crop_Plants",11,1,0.091,2019-04-15,2019-03-26,"1,1",20
"https://www.mdpi.com/journal/agronomy/special_issues/photosynthetic_crops_environmental_change",5,1,0.2,2023-04-30,2023-05-17,"0,0,1,1",-17
"https://www.mdpi.com/journal/agronomy/special_issues/herbicide_resistance_weeds_environmental_concern",5,2,0.4,2023-04-30,2023-04-25,"1,1,2,2,1,1,0,0",5
"https://www.mdpi.com/journal/agronomy/special_issues/nutrient_recovery_sustainable_farming",5,1,0.2,2021-08-01,2021-09-23,"1,1,1,1",-53
"https://www.mdpi.com/journal/agronomy/special_issues/biochar-sustainable-resource",8,1,0.125,2012-12-01,2013-10-10,"1,1",-313
"https://www.mdpi.com/journal/agronomy/special_issues/biological_amendments_tolerance_crops",5,0,0,2021-06-20,2021-07-29,"0,0",-39
"https://www.mdpi.com/journal/agronomy/special_issues/breeding_crop_resilient_cropping",8,0,0,2024-07-15,2024-01-26,"0,0,0,0",171
"https://www.mdpi.com/journal/agronomy/special_issues/2X686TC9E4",4,1,0.25,2024-06-30,2024-05-18,"1,1",43
"https://www.mdpi.com/journal/agronomy/special_issues/molecularmarker_tech",7,0,0,2023-03-31,2023-03-03,"0,0",28
"https://www.mdpi.com/journal/agronomy/special_issues/soil_health_agroecosystems",5,0,0,2019-07-15,2019-07-30,"0,0,0,0",-15
"https://www.mdpi.com/journal/agronomy/special_issues/molecular_genetics_genomics_biotechnology_crop_plants_breeding_Series",11,0,0,2021-03-31,2021-03-12,"0,0",19
"https://www.mdpi.com/journal/agronomy/special_issues/2Z10529E3V",5,1,0.2,2024-04-30,2024-01-09,"1,1",112
"https://www.mdpi.com/journal/agronomy/special_issues/Specific-Nutrient",11,4,0.364,2021-03-15,2021-01-21,"4,4",53
"https://www.mdpi.com/journal/agronomy/special_issues/cell_wall_crop_plants",5,1,0.2,2022-06-25,2022-06-25,"1,1",0
"https://www.mdpi.com/journal/agronomy/special_issues/Legumesbreeding_production",14,5,0.357,2023-06-30,2023-07-14,"5,5,0,0,0,0",-14
"https://www.mdpi.com/journal/agronomy/special_issues/8YA3F7HEWR",3,0,0,2024-06-25,2024-03-08,"0,0,0,0",109
"https://www.mdpi.com/journal/agronomy/special_issues/agronomy-breeding-disease",5,0,0,2016-07-31,2016-03-15,"0,0,0,0,0,0",138
"https://www.mdpi.com/journal/agronomy/special_issues/rhizobial_symbiosis_crop_legumes",7,2,0.286,2022-05-01,2022-07-13,"1,1,2,2",-73
"https://www.mdpi.com/journal/agronomy/special_issues/systems_crop",16,2,0.125,2023-01-20,2023-01-17,"2,2,0,0",3
"https://www.mdpi.com/journal/agronomy/special_issues/Disease_Horticultural_Field",12,3,0.25,2020-08-15,2020-11-04,"2,2,1,1,0,0",-81
"https://www.mdpi.com/journal/agronomy/special_issues/2EOTFW8SL4",26,2,0.077,2023-07-25,2023-09-11,"2,2,0,0",-48
"https://www.mdpi.com/journal/agronomy/special_issues/agriculture_activities",11,3,0.273,2023-10-31,2023-10-16,"3,3",15
"https://www.mdpi.com/journal/agronomy/special_issues/soil_healthy_agroecosystem",21,1,0.048,2021-03-31,2021-03-30,"0,0,1,1",1
"https://www.mdpi.com/journal/agronomy/special_issues/sustainable_cropping_systems",18,2,0.111,2019-10-31,2019-11-25,"2,2",-25
"https://www.mdpi.com/journal/agronomy/special_issues/strategies_control_fusarium_head_blight_cereals",6,0,0,2022-04-30,2021-07-13,"0,0",291
"https://www.mdpi.com/journal/agronomy/special_issues/omics_biotechnology",12,1,0.083,2022-12-31,2022-12-27,"1,1,0,0,0,0",4
"https://www.mdpi.com/journal/agronomy/special_issues/cereal_starch",4,1,0.25,2017-12-31,2017-12-11,"1,1",20
"https://www.mdpi.com/journal/agronomy/special_issues/1Y2VD93002",7,1,0.143,2024-06-30,2024-04-26,"1,1,0,0",65
"https://www.mdpi.com/journal/agronomy/special_issues/2M878QVH49",3,0,0,2024-07-15,2024-06-11,"0,0,0,0",34
"https://www.mdpi.com/journal/agronomy/special_issues/Humic_Substances",22,2,0.091,2023-07-31,2023-08-13,"2,2",-13
"https://www.mdpi.com/journal/agronomy/special_issues/KHH791Z2G2",12,2,0.167,2023-06-30,2023-06-15,"2,2,1,1",15
"https://www.mdpi.com/journal/agronomy/special_issues/sustainability_agriculture_food",7,0,0,2023-01-31,2023-01-29,"0,0",2
"https://www.mdpi.com/journal/agronomy/special_issues/impact_biochar_compost_soil_quality_crop_yield",10,2,0.2,2021-04-01,2021-03-23,"2,2",9
"https://www.mdpi.com/journal/agronomy/special_issues/strategies_sugarcane",5,0,0,2022-04-15,2022-02-04,"0,0,0,0",70
"https://www.mdpi.com/journal/agronomy/special_issues/1LW2K078NI",3,1,0.333,2024-05-20,2023-11-16,"1,1,0,0,0,0",186
"https://www.mdpi.com/journal/agronomy/special_issues/precision_agriculture_sustainability",16,0,0,2020-08-01,2020-09-30,"0,0",-60
"https://www.mdpi.com/journal/agronomy/special_issues/crop_residues",9,2,0.222,2023-12-20,2023-12-31,"1,1,2,2",-11
"https://www.mdpi.com/journal/agronomy/special_issues/Soil_Invertebrates",10,1,0.1,2020-09-20,2020-05-22,"0,0,1,1",121
"https://www.mdpi.com/journal/agronomy/special_issues/Biocontrol_plant_Microorganisms",12,2,0.167,2013-09-01,2013-11-05,"2,2,2,2",-65
"https://www.mdpi.com/journal/agronomy/special_issues/weed-management",12,1,0.083,2013-05-01,2013-07-02,"1,1",-62
"https://www.mdpi.com/journal/agronomy/special_issues/allelopathy",10,2,0.2,2023-09-30,2023-10-09,"2,2,2,2",-9
"https://www.mdpi.com/journal/agronomy/special_issues/agricultural_sustainable_pattern",13,1,0.077,2020-12-31,2020-12-30,"1,1",1
"https://www.mdpi.com/journal/agronomy/special_issues/839ZNU9S9E",5,1,0.2,2024-04-30,2024-04-29,"1,1,1,1",1
"https://www.mdpi.com/journal/agronomy/special_issues/nanotechnology-agriculture",15,3,0.2,2020-04-30,2020-06-23,"2,2,1,1,1,1",-54
"https://www.mdpi.com/journal/agronomy/special_issues/light_growth",7,2,0.286,2022-08-31,2022-11-10,"2,2,2,2",-71
"https://www.mdpi.com/journal/agronomy/special_issues/sustainable_weed_management_biologicalprinciples",6,1,0.167,2023-01-31,2023-04-25,"1,1",-84
"https://www.mdpi.com/journal/agronomy/special_issues/16CP29PYXF",5,0,0,2024-02-29,2024-02-27,"0,0,0,0",2
"https://www.mdpi.com/journal/agronomy/special_issues/value_chains",7,1,0.143,2022-05-10,2022-01-13,"1,1",117
"https://www.mdpi.com/journal/agronomy/special_issues/S5N545G7XQ",6,3,0.5,2023-04-30,2023-04-26,"1,1,2,2,1,1",4
"https://www.mdpi.com/journal/agronomy/special_issues/global_endemic_flora_floriculture",5,0,0,2022-07-25,2022-07-12,"0,0,0,0,0,0",13
"https://www.mdpi.com/journal/agronomy/special_issues/Crop-Arid",13,0,0,2021-04-30,2021-07-05,"0,0",-66
"https://www.mdpi.com/journal/agronomy/special_issues/pgpr_plant_growth_promoting_rhizobacteria",5,0,0,2022-07-25,2022-06-20,"0,0",35
"https://www.mdpi.com/journal/agronomy/special_issues/microbe_mediated_mitigation",7,2,0.286,2023-03-20,2023-02-08,"2,2",40
"https://www.mdpi.com/journal/agronomy/special_issues/irrigation_management_precision",6,3,0.5,2022-05-31,2021-11-12,"0,0,0,0,0,0,1,1,0,0,3,3,0,0",200
"https://www.mdpi.com/journal/agronomy/special_issues/microbial_interactions_biofertilizers",2,1,0.5,2024-07-15,2024-03-27,"1,1",110
"https://www.mdpi.com/journal/agronomy/special_issues/Pretreatment_Bioconversion_Crop",15,1,0.067,2021-01-31,2021-02-05,"1,1",-5
"https://www.mdpi.com/journal/agronomy/special_issues/water_saving_agriculture",11,2,0.182,2023-12-31,2023-12-09,"0,0,1,1,1,1",22
"https://www.mdpi.com/journal/agronomy/special_issues/prediction_production_climate",10,2,0.2,2023-09-20,2023-04-27,"2,2,1,1,1,1,1,1",146
"https://www.mdpi.com/journal/agronomy/special_issues/Water_Precision",6,2,0.333,2022-09-25,2022-10-01,"2,2,0,0",-6
"https://www.mdpi.com/journal/agronomy/special_issues/Carbon_Nitrogen_Phosphorus_Cycling",11,1,0.091,2020-06-01,2020-08-05,"1,1",-65
"https://www.mdpi.com/journal/agronomy/special_issues/Manag_Soil_Organic_Carbon",11,2,0.182,2021-04-04,2022-01-14,"2,2",-285
